,0,1,2,3,4,5,6,7,8,9,10
0,5.0,0.010307888423406176,193.03365217184762,34.99574263216575,0.13179571663920922,-7.0710859298706055,1477.553793778699,2161.777206731449,18.884947712637288,0.00015639870252925903,0.0341016590300659
1,5.0,0.016373873751384188,127.4505915169033,18.197020904560357,0.10526315789473684,-7.503271102905273,2267.4894582983666,3149.445519945745,17.318913129556897,0.0037261906545609236,0.052686648261278196
2,6.0,0.007560889296019757,121.0930985727267,26.478512388085083,0.08787878787878788,-1.6581556797027588,1773.2340292025242,2830.896763088102,17.208349722086904,0.0024674248415976763,0.03032818418560606
3,2.0,0.009466350545420438,100.21619474697296,0.7805463225441108,0.014864864864864866,-17.02469825744629,1463.217017991575,1948.4676981084008,16.606955431331162,0.001716281403787434,0.029013803842905406
4,1.0,0.020556401877645382,89.86446384781142,3.889380276941848,0.10471976401179942,-11.204946517944336,1070.4808963637636,1398.0212247628667,18.853430550349415,0.0034602824598550797,0.027730486034292037
5,1.0,0.009952530224921407,126.42102982492584,14.868260152091564,0.07434052757793765,-11.849604606628418,1564.6965623852504,2308.6503952498447,17.54531941825029,0.007390258368104696,0.031473649205635494
6,5.0,0.016508783935134455,145.38109697756414,18.97714934224383,0.09345794392523364,-2.5469512939453125,1909.4152376219279,2141.7286644305204,17.469905710460402,0.00943356566131115,0.0540874160338785
7,1.0,0.02232762695252028,0.0,0.0,0.0,-16.698711395263672,2460.682482851389,2701.5723164670844,17.599764770460123,0.003750148694962263,0.06062935991704374
8,4.0,0.01182520010940939,120.79915488588186,23.72768527786717,0.06716417910447761,-4.483117580413818,1808.0510181174645,2891.8435121982693,17.218127019252456,0.00023291980323847383,0.029960583522121536
9,6.0,0.009669756886211139,0.0,0.0,0.0,-12.549675941467285,1955.8290478521944,2288.4631469881233,16.307762063270783,0.0016598470974713564,0.052333898711622806
10,1.0,0.00907508169523309,144.51416844047387,23.840862962561694,0.1062937062937063,-9.751262664794922,1501.6080790634628,2201.964053346652,18.573768209722132,9.585417137714103e-05,0.03518083479020979
11,5.0,0.004580072878777929,120.02775384344305,17.758986048721937,0.08952959028831563,-5.716629505157471,1905.998936033306,2346.249301743773,17.893414809718983,9.99175535980612e-05,0.04916377205045524
12,3.0,0.005841745833059283,97.12258959220627,4.751821931897145,0.04871794871794872,-15.361236572265625,1490.007316067391,2396.5346071891836,14.882784318213337,0.02511764131486416,0.026760316506410257
13,3.0,0.010239169731559585,121.03907708295992,24.976715200329597,0.1121751025991792,-0.8598082661628723,1246.6763983298936,1865.2168299940074,18.343987288471318,1.6396255887229927e-05,0.02502792087038304
14,3.0,0.006038700657081457,159.81382989731767,16.776236206742837,0.04462151394422311,-8.740561485290527,1898.5613289524208,2859.511691279901,16.814214438286058,0.0077194334007799625,0.031204868027888445
15,6.0,0.012481117472836943,224.95677800473956,28.73146924883571,0.08920863309352518,-0.22373633086681366,1740.939683375495,2861.864761676665,16.964404375630846,0.002652223687618971,0.031282317895683455
16,2.0,0.010108260212523488,148.85826943082557,15.233915993668097,0.08174386920980926,-5.105133056640625,1971.8015176574324,2781.489276299545,18.82992505092799,0.0001193862990476191,0.043582760345708446
17,3.0,0.013099733091333558,129.75095993742625,14.909532307489958,0.0735930735930736,-7.463480472564697,1921.641634001187,2512.001798754857,18.170732205843642,8.992394577944651e-05,0.042640410804473304
