,0,1,2,3,4,5,6,7,8,9
0,0.026341145463877242,86.94551353758266,2.2784202085522853,0.016928657799274487,-1.3316917419433594,2588.8623902134514,3314.78622893217,17.44529300528227,0.0001947197742993012,0.04516749168681983
1,0.002627781731946281,160.15864642524843,25.790774066081724,0.06707317073170732,-15.011756896972656,1731.5291708247419,2054.3456860113033,16.81426658138721,0.002261737361550331,0.04845844051702236
2,0.005993952761483595,118.20478871822003,13.032931069112854,0.053735255570117955,-11.765705108642578,2253.070753118277,2733.7537506329913,16.927118265257302,0.00021079184080008417,0.051183138106159896
3,0.010307888423406176,193.03365217184762,34.99574263216575,0.13179571663920922,-7.0710859298706055,1477.553793778699,2161.777206731449,18.884947712637288,0.00015639870252925903,0.0341016590300659
4,0.016373873751384188,127.4505915169033,18.197020904560357,0.10526315789473684,-7.503271102905273,2267.4894582983666,3149.445519945745,17.318913129556897,0.0037261906545609236,0.052686648261278196
5,0.028200281306098827,218.35999101700918,14.082370071168153,0.12721417069243157,-4.235224723815918,3729.934695981837,4658.870171748882,17.36922664229968,0.0021086521446704865,0.08033366671698873
6,0.008328017908050706,114.35533550516512,10.88764413977969,0.027932960893854747,-6.260016441345215,1774.5453623534465,2519.7222357351525,17.893020810166526,0.00014553539222106338,0.03873788844273743
7,0.007560889296019757,121.0930985727267,26.478512388085083,0.08787878787878788,-1.6581556797027588,1773.2340292025242,2830.896763088102,17.208349722086904,0.0024674248415976763,0.03032818418560606
8,0.0072611906400531475,239.87426999477967,47.40328345267503,0.09610389610389611,-13.525144577026367,1867.142149016023,2889.6952977638775,16.94344861060686,0.0007444550283253193,0.03964399857954545
9,0.006082190704570285,236.5384146502642,12.863792189730859,0.08112582781456953,-9.692450523376465,1943.3315120147415,2962.77042047439,16.97417446796708,0.0005391527083702385,0.038491760658112585
10,0.004775059252761343,220.6774974246823,34.86863825997139,0.044444444444444446,-6.423559188842773,2211.7601662906072,3548.1001663209636,17.455258366441182,0.0030581201426684856,0.03931640625
11,0.007290505782664529,171.66571417749313,24.968444574526117,0.10176991150442478,-8.6572847366333,2280.5689063359287,3304.407749630512,15.321321858961493,0.008739306591451168,0.0393412092090708
12,0.0029036269979209194,117.56321136998963,8.215218870889963,0.05285714285714286,-22.450149536132812,2527.8577441029515,2474.636661069415,15.770764030127012,0.004237828776240349,0.08451450892857143
13,0.009466350545420438,100.21619474697296,0.7805463225441108,0.014864864864864866,-17.02469825744629,1463.217017991575,1948.4676981084008,16.606955431331162,0.001716281403787434,0.029013803842905406
14,0.020556401877645382,89.86446384781142,3.889380276941848,0.10471976401179942,-11.204946517944336,1070.4808963637636,1398.0212247628667,18.853430550349415,0.0034602824598550797,0.027730486034292037
15,0.009952530224921407,126.42102982492584,14.868260152091564,0.07434052757793765,-11.849604606628418,1564.6965623852504,2308.6503952498447,17.54531941825029,0.007390258368104696,0.031473649205635494
16,0.03891080695489578,176.12513906351958,49.139456263723176,0.519134775374376,0.43425092101097107,2825.2128930687563,3050.9656616390153,22.585815392119923,0.02352832444012165,0.06557186590058237
17,0.0049247471576946,253.21867058553883,86.63212910493797,0.032640949554896145,-3.837601900100708,1761.5878561328286,2878.7453838293904,16.4188732375764,0.0024520722217857838,0.03383557237574184
18,0.001631300823238951,169.67455014379527,13.80683578859112,0.026785714285714284,-9.29310131072998,2234.1377535932875,2861.7105915748703,17.540709574219164,0.009342014789581299,0.05465970720563616
19,0.016508783935134455,145.38109697756414,18.97714934224383,0.09345794392523364,-2.5469512939453125,1909.4152376219279,2141.7286644305204,17.469905710460402,0.00943356566131115,0.0540874160338785
20,0.012795750266973332,228.4706849067823,17.542431352417132,0.0912981455064194,-9.559011459350586,1597.9676998890538,2532.8271095866776,17.270222385205734,0.00016648767632432282,0.029725252986804566
21,0.006996040954495578,145.33939135275506,9.201625889311531,0.0196078431372549,-2.5291521549224854,1746.9023364553748,2927.019011276346,17.50553637380311,0.0002637152501847595,0.026054831112132353
22,0.013072216251469723,294.37659558629923,32.20557967531459,0.22206303724928367,-14.714177131652832,2195.220534228411,2538.7735864963047,20.12153807118632,0.004377173259854317,0.05994386864255014
23,0.04183531617659141,120.10279893909741,53.34185349282628,0.06306306306306306,3.4538633823394775,927.7969137686546,1570.6704059775925,18.317124105714296,5.952812443865696e-06,0.014754305086336336
24,0.02232762695252028,0.0,0.0,0.0,-16.698711395263672,2460.682482851389,2701.5723164670844,17.599764770460123,0.003750148694962263,0.06062935991704374
25,0.01182520010940939,120.79915488588186,23.72768527786717,0.06716417910447761,-4.483117580413818,1808.0510181174645,2891.8435121982693,17.218127019252456,0.00023291980323847383,0.029960583522121536
